test,predict
3.621444444,3.990488
3.893555556,4.1698103
3.872444444,4.0188456
3.478777778,4.000251
3.532222222,3.8878317
3.648,3.102124
3.481777778,3.095058
3.506666667,3.1182988
3.179333333,3.2505374
3.313111111,3.1520133
3.300666667,3.1347406
3.373333333,3.0877578
3.3034444440000006,3.1103592
2.935666667,3.024299
3.136444444,2.9756703
3.193333333,2.9136393
3.019444444,2.9506986
2.970666667,2.8235354
2.930666667,2.890177
3.073555556,3.1350725
3.0666666670000002,3.078024
3.059333333,2.964165
2.94,2.9932804
