test,predict
3.734555556,3.4975326
3.671111111,3.6116667
3.699111111,3.6929166
3.3363333330000002,3.6864038
3.146777778,3.3979416
3.118444444,3.0524118
3.182444444,3.1441832
3.117555556,3.1428092
3.013111111,3.0924888
2.955,3.166839
3.040888889,3.150417
2.963111111,3.4174705
3.143555556,3.3859425
3.1022222219999995,3.1745985
3.076444444,3.1779838
3.000555556,3.210098
2.923888889,3.0309622
3.022666667,3.1890123
3.02,3.1258962
3.118222222,3.3495328
3.019666667,3.1669939
3.158,3.0068645
3.036444444,2.8963993
