test,predict
3.621444444,3.8747563
3.893555556,4.0242176
3.872444444,3.9794664
3.478777778,3.8171825
3.532222222,3.782672
3.648,3.051358
3.481777778,3.0390413
3.506666667,3.189389
3.179333333,3.2260165
3.313111111,3.108853
3.300666667,2.9979415
3.373333333,3.112949
3.3034444440000006,3.088612
2.935666667,2.9919972
3.136444444,2.9905853
3.193333333,2.969787
3.019444444,2.8462133
2.970666667,2.791322
2.930666667,2.9481916
3.073555556,3.1482933
3.0666666670000002,3.9842863
3.059333333,3.259135
2.94,3.297699
