test,predict
4.449555556,3.1603324
4.023333333,3.1281831
3.948444444,3.464765
3.3478888890000005,3.3031726
3.348,3.2703319
3.424,3.0569296
3.420888889,2.929004
3.226666667,3.4255197
3.051333333,3.2156796
3.029444444,3.025067
3.196555556,3.006944
3.096888889,2.921112
3.162777778,2.9675782
3.1025555559999995,3.138976
3.053555556,3.4006445
3.005888889,3.5086563
3.043444444,3.5672376
3.149888889,3.3554082
3.121888889,3.108389
3.016777778,2.986238
3.085555556,3.451772
3.0960000000000005,3.2792673
2.971333333,2.9633877
