test,predict
3.594333333,3.706645
3.756555556,3.620112
3.578666667,3.277909
3.8262222219999997,3.367761
3.568,3.5883887
3.4548888889999994,3.203319
3.328888889,3.1082168
3.435555556,3.1482756
3.204111111,3.1353247
3.068444444,3.2637556
3.132333333,3.3926146
3.177444444,3.570549
3.168111111,3.3614547
3.5284444439999993,3.1789975
3.7358888889999995,3.0246308
3.756444444,3.1135492
3.478,3.0451553
3.491555556,3.0485952
2.904555556,3.0339031
2.812444444,3.0536823
2.623222222,3.067065
2.786333333,3.075508
2.687777778,3.0700443
