test,predict
3.621444444,3.6911578
3.893555556,4.0751777
3.872444444,4.1078696
3.478777778,4.0711265
3.532222222,3.8611963
3.648,3.0434086
3.481777778,3.076235
3.506666667,3.0609295
3.179333333,3.3909364
3.313111111,3.344878
3.300666667,3.018
3.373333333,3.17282
3.3034444440000006,3.2488952
2.935666667,3.040582
3.136444444,3.0343246
3.193333333,2.9082217
3.019444444,2.8848476
2.970666667,2.8637545
2.930666667,2.9566834
3.073555556,3.147013
3.0666666670000002,3.4362214
3.059333333,3.2128327
2.94,3.2478318
