test,predict
4.222,3.4023666
4.002444444,3.7319045
3.968111111,3.5981877
3.682666667,3.3341286
3.523333333,3.2507668
3.397777778,3.137348
3.394666667,3.2792592
3.356888889,3.2917051
3.368555556,3.1049047
3.2877499999999995,3.0912373
3.325333333,3.040678
3.407888889,3.2126276
3.1891111109999994,3.2445967
3.146,3.270285
3.026111111,3.516815
3.017888889,3.304647
2.975,3.207573
3.088555556,3.2256756
2.954666667,3.1597679
3.045555556,3.0820005
2.923111111,3.0542364
2.993111111,2.9881182
2.979,3.0732443
